timestamp,y_true,y_pred,error
2020-05-25 13:40:00,408.7,426.76367,18.06366
2020-05-25 13:50:00,408.7,438.3367,29.636688
2020-05-25 14:00:00,408.3,447.63025,39.33026
2020-05-25 14:10:00,408.1,433.67828,25.578278
2020-05-25 14:20:00,408.4,446.9853,38.585297
2020-05-25 14:30:00,408.3,416.3339,8.033905
2020-05-25 14:40:00,408.1,402.73196,-5.368042
2020-05-25 14:50:00,407.9,410.42023,2.5202332
2020-05-25 15:00:00,408.3,399.9741,-8.325897
2020-05-25 15:10:00,408.1,384.5821,-23.517914
2020-05-25 15:20:00,408.1,394.6931,-13.406891
2020-05-25 15:30:00,407.8,416.42114,8.621155
2020-05-25 15:40:00,408.5,399.76038,-8.739624
2020-05-25 15:50:00,408.2,393.231,-14.969025
2020-05-25 16:00:00,408.3,387.96716,-20.332825
2020-05-25 16:10:00,408.6,373.02856,-35.57144
2020-05-25 16:20:00,408.5,380.99643,-27.50357
2020-05-25 16:30:00,408.1,380.04218,-28.05783
2020-05-25 16:40:00,408.2,399.68124,-8.518768
2020-05-25 16:50:00,408.6,407.25858,-1.3414307
2020-05-25 17:00:00,408.6,420.3758,11.775787
2020-05-25 17:10:00,408.3,415.55875,7.2587585
2020-05-25 17:20:00,408.4,403.82114,-4.5788574
2020-05-25 17:30:00,409.1,405.44403,-3.6559753
2020-05-25 17:40:00,409.6,414.99103,5.3910217
2020-05-25 17:50:00,409.7,413.76456,4.0645447
2020-05-25 18:00:00,410.3,419.6014,9.301422
2020-05-25 18:10:00,410.4,404.99994,-5.400055
2020-05-25 18:20:00,410.9,400.1766,-10.723389
2020-05-25 18:30:00,411.0,402.17444,-8.825562
2020-05-25 18:40:00,411.0,418.82574,7.8257446
2020-05-25 18:50:00,411.0,420.28595,9.28595
2020-05-25 19:00:00,411.5,421.43976,9.939758
2020-05-25 19:10:00,411.6,420.79672,9.196716
2020-05-25 19:20:00,411.6,405.09494,-6.505066
2020-05-25 19:30:00,411.6,393.97476,-17.625244
2020-05-25 19:40:00,411.9,390.6714,-21.228607
2020-05-25 19:50:00,412.1,388.72214,-23.377869
2020-05-25 20:00:00,412.5,392.26627,-20.233734
2020-05-25 20:10:00,412.4,399.44992,-12.950073
2020-05-25 20:20:00,413.1,394.7677,-18.332306
2020-05-25 20:30:00,413.1,387.32806,-25.771942
2020-05-25 20:40:00,413.5,386.1639,-27.33609
2020-05-25 20:50:00,414.4,391.15204,-23.247955
2020-05-25 21:00:00,414.4,387.6139,-26.786102
2020-05-25 21:10:00,416.1,390.154,-25.946014
2020-05-25 21:20:00,416.1,394.9004,-21.199615
2020-05-25 21:30:00,418.4,407.82077,-10.579224
2020-05-25 21:40:00,418.6,409.6225,-8.977509
2020-05-25 21:50:00,419.3,404.47034,-14.829651
2020-05-25 22:00:00,418.9,405.77573,-13.124268
2020-05-25 22:10:00,418.3,400.79626,-17.503723
2020-05-25 22:20:00,417.5,398.43866,-19.06134
2020-05-25 22:30:00,417.5,400.59882,-16.901184
2020-05-25 22:40:00,417.6,401.46506,-16.134949
2020-05-25 22:50:00,418.8,403.43164,-15.368347
2020-05-25 23:00:00,418.9,422.39328,3.4932861
2020-05-25 23:10:00,419.5,430.716,11.216003
2020-05-25 23:20:00,420.2,415.5505,-4.6495056
2020-05-25 23:30:00,421.2,403.05655,-18.143463
2020-05-25 23:40:00,421.4,424.05478,2.6547852
2020-05-25 23:50:00,422.0,428.44617,6.446167
2020-05-26 00:00:00,422.3,435.64313,13.34314
2020-05-26 00:10:00,422.8,414.42175,-8.378235
2020-05-26 00:20:00,424.3,409.3563,-14.943695
2020-05-26 00:30:00,426.2,407.79953,-18.400482
2020-05-26 00:40:00,427.0,402.64075,-24.359253
2020-05-26 00:50:00,423.9,392.36713,-31.532867
2020-05-26 01:00:00,423.7,392.661,-31.039001
2020-05-26 01:10:00,427.4,409.32898,-18.071014
2020-05-26 01:20:00,433.9,416.24112,-17.658875
2020-05-26 01:30:00,441.2,417.13745,-24.062561
2020-05-26 01:40:00,436.9,414.69815,-22.201843
2020-05-26 01:50:00,437.4,407.4477,-29.952301
2020-05-26 02:00:00,443.1,426.90082,-16.199188
2020-05-26 02:10:00,442.5,430.5644,-11.935608
2020-05-26 02:20:00,445.0,430.17343,-14.826569
2020-05-26 02:30:00,444.6,432.14734,-12.452667
2020-05-26 02:40:00,444.4,435.44833,-8.95166
2020-05-26 02:50:00,446.0,444.43558,-1.5644226
2020-05-26 03:00:00,451.3,442.5682,-8.731781
2020-05-26 03:10:00,455.5,438.77454,-16.725464
2020-05-26 03:20:00,451.3,436.45468,-14.845306
2020-05-26 03:30:00,451.8,439.44714,-12.352844
2020-05-26 03:40:00,453.9,446.10532,-7.7946777
2020-05-26 03:50:00,460.1,445.98044,-14.119568
2020-05-26 04:00:00,458.3,447.72977,-10.570221
2020-05-26 04:10:00,457.0,448.25845,-8.741547
2020-05-26 04:20:00,457.5,452.97614,-4.5238647
2020-05-26 04:30:00,459.8,462.96603,3.1660461
2020-05-26 04:40:00,461.9,453.93118,-7.968811
2020-05-26 04:50:00,462.2,453.9,-8.300018
2020-05-26 05:00:00,458.2,454.387,-3.8130188
2020-05-26 05:10:00,460.1,458.26065,-1.8393555
2020-05-26 05:20:00,460.3,450.54544,-9.754547
2020-05-26 05:30:00,459.8,447.09677,-12.703217
2020-05-26 05:40:00,458.6,449.73087,-8.869141
2020-05-26 05:50:00,461.5,448.48145,-13.018555
2020-05-26 06:00:00,458.3,438.73355,-19.566437
2020-05-26 06:10:00,458.5,435.68112,-22.818878
2020-05-26 06:20:00,456.1,438.2376,-17.862396
2020-05-26 06:30:00,451.9,446.4082,-5.491791
2020-05-26 06:40:00,445.7,446.7337,1.0336914
2020-05-26 06:50:00,437.9,448.52747,10.627472
2020-05-26 07:00:00,429.5,432.66916,3.169159
2020-05-26 07:10:00,429.0,439.63156,10.631561
2020-05-26 07:20:00,428.3,431.32483,3.0248413
2020-05-26 07:30:00,427.8,425.40674,-2.3932495
2020-05-26 07:40:00,427.7,421.76685,-5.9331665
2020-05-26 07:50:00,427.4,424.3918,-3.0081787
2020-05-26 08:00:00,423.0,400.0969,-22.903107
2020-05-26 08:10:00,421.6,398.0363,-23.56372
2020-05-26 08:20:00,421.9,386.1748,-35.72519
2020-05-26 08:30:00,421.6,401.1311,-20.468903
2020-05-26 08:40:00,422.8,405.6269,-17.173096
2020-05-26 08:50:00,421.3,406.06207,-15.237915
2020-05-26 09:00:00,420.9,420.1504,-0.7496033
2020-05-26 09:10:00,420.4,422.2512,1.8511963
2020-05-26 09:20:00,421.0,412.08655,-8.913452
2020-05-26 09:30:00,419.9,404.31943,-15.580566
2020-05-26 09:40:00,418.7,409.91245,-8.787567
2020-05-26 09:50:00,418.1,435.50226,17.402252
2020-05-26 10:00:00,417.1,413.29718,-3.802826
2020-05-26 10:10:00,416.0,429.91446,13.914459
2020-05-26 10:20:00,416.3,416.66443,0.36444092
2020-05-26 10:30:00,415.4,424.33728,8.937286
2020-05-26 10:40:00,414.5,441.8024,27.302399
2020-05-26 10:50:00,412.0,434.1427,22.1427
2020-05-26 11:00:00,412.3,423.84164,11.5416565
2020-05-26 11:10:00,410.7,411.36298,0.66296387
2020-05-26 11:20:00,409.3,418.4231,9.123108
2020-05-26 11:30:00,409.4,405.23532,-4.164673
2020-05-26 11:40:00,409.0,407.36865,-1.6313477
2020-05-26 11:50:00,408.0,398.48193,-9.518066
2020-05-26 12:00:00,407.6,412.01517,4.415161
2020-05-26 12:10:00,407.8,406.88245,-0.9175415
2020-05-26 12:20:00,408.7,406.8352,-1.8648071
2020-05-26 12:30:00,407.9,394.69016,-13.209839
2020-05-26 12:40:00,407.8,388.3015,-19.498474
2020-05-26 12:50:00,407.9,374.62097,-33.279022
2020-05-26 13:00:00,407.6,390.25024,-17.349762
2020-05-26 13:10:00,407.9,388.67114,-19.228851
2020-05-26 13:20:00,407.1,402.55536,-4.544647
2020-05-26 13:30:00,406.5,395.07672,-11.423279
2020-05-26 13:40:00,406.9,405.73593,-1.1640625
2020-05-26 13:50:00,405.8,409.46478,3.664795
2020-05-26 14:00:00,406.3,373.23892,-33.061066
2020-05-26 14:10:00,405.9,387.0622,-18.8378
2020-05-26 14:20:00,405.8,395.05737,-10.742615
2020-05-26 14:30:00,406.5,396.0523,-10.447693
2020-05-26 14:40:00,407.0,389.54138,-17.458618
2020-05-26 14:50:00,406.2,367.96417,-38.23584
2020-05-26 15:00:00,405.0,374.85162,-30.148376
2020-05-26 15:10:00,405.5,380.59973,-24.900269
2020-05-26 15:20:00,405.4,403.773,-1.6269836
2020-05-26 15:30:00,405.3,401.9101,-3.3898926
2020-05-26 15:40:00,405.1,418.044,12.944
2020-05-26 15:50:00,405.1,410.42645,5.3264465
2020-05-26 16:00:00,405.0,393.8546,-11.145386
2020-05-26 16:10:00,405.1,400.7928,-4.3072205
2020-05-26 16:20:00,404.8,419.5896,14.789612
2020-05-26 16:30:00,405.3,440.59125,35.29126
2020-05-26 16:40:00,405.5,432.08154,26.581543
2020-05-26 16:50:00,405.0,451.69257,46.692566
2020-05-26 17:00:00,404.6,450.25378,45.653778
2020-05-26 17:10:00,404.3,432.14404,27.844055
2020-05-26 17:20:00,404.1,438.85187,34.75186
2020-05-26 17:30:00,404.1,451.68665,47.58664
2020-05-26 17:40:00,404.1,461.3542,57.25418
2020-05-26 17:50:00,404.6,479.01636,74.41635
2020-05-26 18:00:00,404.8,473.4748,68.674805
2020-05-26 18:10:00,404.6,437.4997,32.89969
2020-05-26 18:20:00,404.7,453.46832,48.76831
2020-05-26 18:30:00,404.4,452.0619,47.661896
2020-05-26 18:40:00,404.8,447.95367,43.153687
2020-05-26 18:50:00,404.8,455.46106,50.66107
2020-05-26 19:00:00,404.6,446.96667,42.36667
2020-05-26 19:10:00,404.6,401.77332,-2.8266907
